,training_RMSE,Cor_train,Cor_is,test_RMSE,Iteration
0,43.17949295043945,-0.056493277823829485,-0.029678701414728288,64.43064880371094,0.0
1,3.2627241611480713,0.9396012838061502,0.792526224988858,10.412126541137695,1000.0
2,3.0056188106536865,0.9475936324805794,0.8160252571504238,10.370892524719238,2000.0
3,2.7226040363311768,0.9612200457521451,0.8147654672278501,9.722180366516113,3000.0
4,2.713754415512085,0.9569658917010364,0.8067194944973166,9.917998313903809,4000.0
5,2.4137685298919678,0.9673091397233751,0.7795048243173255,11.026080131530762,5000.0
6,2.4871132373809814,0.9664631207527367,0.7716448145943637,10.666601181030273,6000.0
7,2.328477382659912,0.9719532408992394,0.7603926026126099,10.902464866638184,7000.0
8,2.344815731048584,0.9686877670143824,0.7554993146445059,11.62521743774414,8000.0
9,2.351729154586792,0.9722653504578055,0.7400853362627983,11.724974632263184,9000.0
10,2.0489962100982666,0.9761474873348299,0.729002009323955,11.02350902557373,10000.0
11,2.1104936599731445,0.976136300260608,0.7308097115388421,11.622395515441895,11000.0
12,2.26509428024292,0.9749242181919859,0.7532305200405653,12.235404968261719,12000.0
13,1.9736251831054688,0.9776579137057967,0.7420237865739879,11.462221145629883,13000.0
14,1.8822245597839355,0.9792789180809602,0.7182244616170882,11.950948715209961,14000.0
15,2.0223162174224854,0.9798189538535053,0.7053022231566551,11.399801254272461,15000.0
16,1.9250073432922363,0.979788263007662,0.6950576618763326,12.763226509094238,16000.0
17,1.8777188062667847,0.9801131083984046,0.7125208304422176,12.38298511505127,17000.0
18,1.753319501876831,0.9841239819405797,0.6984725042586626,12.624044418334961,18000.0
19,1.7867788076400757,0.9816714032032412,0.6656459990679525,13.154462814331055,19000.0
20,1.944643497467041,0.9824513213615682,0.6775748147106637,12.002008438110352,20000.0
21,1.7245495319366455,0.9827516545735873,0.6509239891387093,13.58942985534668,21000.0
22,1.7452828884124756,0.9838160965270661,0.6430413107502787,12.841174125671387,22000.0
23,1.650140643119812,0.986100968528074,0.6357733640488069,13.232295036315918,23000.0
24,1.6240525245666504,0.9848987683509797,0.6380288546729305,13.684531211853027,24000.0
25,1.644515872001648,0.9856862839328646,0.6485134433259353,13.73330307006836,25000.0
26,1.5889866352081299,0.985928257965547,0.6249940374504261,13.708538055419922,26000.0
27,1.4830635786056519,0.9875218365051944,0.6405398012234835,14.000658988952637,27000.0
28,1.656727910041809,0.9863386494096766,0.6260219528703945,14.111699104309082,28000.0
29,1.4321779012680054,0.9885243378218374,0.6307828166523132,13.904928207397461,29000.0
30,1.3643079996109009,0.9899358832256052,0.6164812980611653,13.863499641418457,30000.0
31,1.4299530982971191,0.988879181382717,0.6151437659818138,14.3571195602417,31000.0
32,1.4346256256103516,0.9895919952294777,0.6117292401779428,14.691792488098145,32000.0
33,1.3840887546539307,0.9899811145223032,0.6215192242319221,14.408427238464355,33000.0
34,1.3793734312057495,0.9897935668448479,0.6036011252884025,14.071066856384277,34000.0
35,1.4244685173034668,0.9895240115291001,0.5925453974841527,13.802373886108398,35000.0
36,1.3330198526382446,0.9894675279273054,0.5879771037418008,14.149674415588379,36000.0
37,1.3954442739486694,0.9889869045796863,0.5842579372690759,14.355611801147461,37000.0
38,1.2493668794631958,0.991190562226618,0.585000365125391,14.1485013961792,38000.0
39,1.260015606880188,0.9907777518826829,0.549355383527551,13.984891891479492,39000.0
40,1.3022792339324951,0.991310501514939,0.5501382833234252,13.658315658569336,40000.0
41,1.1647387742996216,0.9924518059083786,0.5526667755918397,14.24096393585205,41000.0
42,1.1846036911010742,0.9919496030530447,0.5549090143149089,13.73229694366455,42000.0
43,1.2044047117233276,0.9921121213374098,0.5376406686987691,13.992314338684082,43000.0
44,1.1039100885391235,0.9926036284478845,0.5509255737563061,13.85467529296875,44000.0
45,1.100394606590271,0.9932327569328967,0.5429526032731503,13.89362907409668,45000.0
46,1.2755451202392578,0.9919132108069586,0.5098892644229427,13.275334358215332,46000.0
47,1.1187101602554321,0.9928931798550884,0.4930352058331914,13.450765609741211,47000.0
48,1.1063543558120728,0.9931832596196095,0.5134484089759087,13.57449722290039,48000.0
49,1.1229565143585205,0.9934895746866451,0.4702526446781383,13.58419132232666,49000.0
50,1.1482568979263306,0.9933530084307705,0.5048226505601092,12.798205375671387,50000.0
51,1.1407560110092163,0.993969582737167,0.4805916327216227,13.260820388793945,51000.0
52,1.0864107608795166,0.9942240062217417,0.4735050771926727,13.739325523376465,52000.0
53,1.0237702131271362,0.993959537502451,0.482820592245826,13.825630187988281,53000.0
54,1.0349663496017456,0.9947146348180179,0.4542649759285629,13.126288414001465,54000.0
55,1.0469938516616821,0.9946277736432334,0.45598677550338274,12.699682235717773,55000.0
56,1.1133337020874023,0.9943223569197488,0.4639896288497227,12.788350105285645,56000.0
57,1.0655566453933716,0.9942099866921809,0.4515917269923084,12.921789169311523,57000.0
58,1.0633776187896729,0.99348131122944,0.4236462412437894,13.470086097717285,58000.0
59,1.1402957439422607,0.9947062965067974,0.41363325609355234,13.571634292602539,59000.0
60,0.9948793053627014,0.9950542546429283,0.41890624049727787,12.8114595413208,60000.0
61,0.9172701239585876,0.9951454128448886,0.4274023452415717,13.03277587890625,61000.0
62,0.939328134059906,0.9947853497047632,0.4108825154467724,12.987855911254883,62000.0
63,0.9622979164123535,0.9959402056151488,0.42581408671854143,13.393171310424805,63000.0
64,0.930162787437439,0.9955072608644873,0.42313990599771956,13.158363342285156,64000.0
65,0.917503297328949,0.9951388665364148,0.3984542019710907,13.227182388305664,65000.0
66,0.8556387424468994,0.995895398821593,0.41174928304560293,13.494110107421875,66000.0
67,0.8738299012184143,0.9960226422930225,0.41357028031137766,13.188407897949219,67000.0
68,0.99921715259552,0.9960325635989687,0.39014689126866076,13.730951309204102,68000.0
69,0.9159407615661621,0.9955318989354689,0.4070128640733888,13.336943626403809,69000.0
70,0.9064002633094788,0.9958430426640279,0.4367647229523916,12.992850303649902,70000.0
71,0.9262805581092834,0.9956187467369663,0.41450125099705654,12.976791381835938,71000.0
72,0.9345463514328003,0.9957743731047296,0.42616393459359625,13.1720609664917,72000.0
73,0.8975366950035095,0.9962104313193402,0.4325939362942356,12.870317459106445,73000.0
74,0.8670697212219238,0.9959683888466936,0.43341971352149483,13.854263305664062,74000.0
75,0.8602712154388428,0.9961922901287746,0.4259072841677693,13.219128608703613,75000.0
76,0.8266499638557434,0.9964912422899359,0.4316768639841559,13.226263999938965,76000.0
77,0.7783067226409912,0.9966019869439682,0.42243177864097803,13.481337547302246,77000.0
78,0.7991409301757812,0.9963833215407778,0.42909959873895487,13.499340057373047,78000.0
79,0.8547245264053345,0.9966501313855562,0.4275817565899138,13.220410346984863,79000.0
80,0.7933043837547302,0.9967190316861281,0.4286573397964507,13.64952564239502,80000.0
81,0.7952116131782532,0.9963897543444782,0.43464098983421723,13.460063934326172,81000.0
82,0.8977552056312561,0.9964868989335028,0.4347313542760461,13.176896095275879,82000.0
83,0.8360737562179565,0.9964032052457145,0.43584332911148826,13.477594375610352,83000.0
84,0.8007968664169312,0.9965161757224705,0.4259774016169457,13.16721248626709,84000.0
85,0.7576653361320496,0.9968602233856086,0.43132715134635413,13.4087495803833,85000.0
86,0.7303075194358826,0.997082237468827,0.43322494518361865,13.568830490112305,86000.0
87,0.7496746182441711,0.996637053613183,0.43499102800641753,13.655996322631836,87000.0
88,0.823926568031311,0.9968212131734688,0.4607837392275129,13.647936820983887,88000.0
89,0.8624989986419678,0.996643094636374,0.44405997376791806,13.731159210205078,89000.0
90,0.7858889102935791,0.9963545081021477,0.44147714848331265,13.28210163116455,90000.0
91,0.7908084392547607,0.9967260076555848,0.450540853464063,13.458184242248535,91000.0
92,0.7682421803474426,0.9967188452008864,0.45669238324109396,13.442668914794922,92000.0
93,0.6960288882255554,0.9973855410275795,0.43855205404282077,13.356249809265137,93000.0
94,0.7483718395233154,0.9971593974955963,0.4578965287343699,13.311545372009277,94000.0
95,0.7500121593475342,0.9967322228135207,0.4606475050484319,13.64754581451416,95000.0
96,0.73158860206604,0.9971161662561074,0.4517508685332658,13.609283447265625,96000.0
97,0.7333468794822693,0.9971501816336947,0.46257792136191656,13.368498802185059,97000.0
98,0.7684042453765869,0.9969951485309053,0.47129816178942197,13.717126846313477,98000.0
99,0.7214314937591553,0.9971871533065246,0.4662921704758305,13.497081756591797,99000.0
