,test_RMSE,training_RMSE,Cor_train,Cor_is,Iteration
0,55.06733703613281,41.16531753540039,-0.007112259004400555,-0.0022869106578238983,0.0
1,39.25525665283203,25.591228485107422,0.015441702527265054,0.03626345143073335,1000.0
2,30.897573471069336,18.229753494262695,0.014110949510560042,-0.010039649505466507,2000.0
3,24.577878952026367,13.726994514465332,0.032568339792274276,-0.05582003448299086,3000.0
4,20.497276306152344,12.277074813842773,0.0021438897843210096,0.03611940151461664,4000.0
5,19.31565284729004,11.803190231323242,0.018103964125671227,-0.053707892114364233,5000.0
6,18.361385345458984,11.449322700500488,0.05315450323534583,0.08480327510708092,6000.0
7,16.14415740966797,10.422798156738281,0.31527364866076124,0.13813026742529258,7000.0
8,13.844426155090332,8.968676567077637,0.5725134826061944,0.2337088636482423,8000.0
9,12.861604690551758,8.73692798614502,0.6131024633515239,0.23777730277846462,9000.0
10,11.851469993591309,8.59562873840332,0.6809254896839985,0.4676750787676462,10000.0
11,11.586047172546387,8.305728912353516,0.6667670380389293,0.3729442024479298,11000.0
12,10.851569175720215,7.555474281311035,0.7273308265239185,0.4755522997953972,12000.0
13,10.79251766204834,8.244058609008789,0.6901971458927338,0.52182491736262,13000.0
14,10.706014633178711,7.988098621368408,0.7133573551169603,0.42565810780305,14000.0
15,10.940643310546875,7.88952112197876,0.7162556192513785,0.5267890171406935,15000.0
16,9.962955474853516,7.561267375946045,0.716860025583278,0.4918355489411346,16000.0
17,10.39460563659668,7.532423973083496,0.7342421355078691,0.5115350493138211,17000.0
18,9.7962064743042,7.429424285888672,0.7427392934147901,0.5384409320425849,18000.0
19,10.079593658447266,7.183644771575928,0.773623810809486,0.5547139663303013,19000.0
20,9.733415603637695,7.354335308074951,0.7496641853406664,0.5426030517018815,20000.0
21,10.489693641662598,6.945825576782227,0.7735345937912914,0.5318069188497465,21000.0
22,9.829383850097656,6.935924053192139,0.7747147876700405,0.5475732139156145,22000.0
23,9.678915977478027,7.318464756011963,0.7540786774284486,0.5983330505294113,23000.0
24,9.714461326599121,7.152673244476318,0.762970199097857,0.5662000990524911,24000.0
25,9.121647834777832,7.133894443511963,0.7667208024246148,0.6047576822669378,25000.0
26,9.838188171386719,7.316670894622803,0.7514744987824976,0.5706232176473065,26000.0
27,9.600299835205078,7.02649450302124,0.7624359669895336,0.568523774909497,27000.0
28,9.178364753723145,7.1962995529174805,0.7659970128720717,0.6171162210627986,28000.0
29,8.55790901184082,6.6228718757629395,0.8108907628759381,0.6481214701807885,29000.0
30,9.50544548034668,6.8745341300964355,0.7938800010670709,0.6267256778070872,30000.0
31,9.106230735778809,6.749500274658203,0.7845525534474437,0.6227421073064682,31000.0
32,8.981626510620117,6.682561874389648,0.7987471801540916,0.5926151626981034,32000.0
33,9.183859825134277,6.774024963378906,0.797478977477384,0.6185404614130594,33000.0
34,8.911869049072266,6.805289268493652,0.7858130809200757,0.6112670813274357,34000.0
35,9.107824325561523,7.097557544708252,0.7830746565989901,0.6466347883573396,35000.0
36,8.28934383392334,6.589760780334473,0.8001087394812172,0.6836892607817997,36000.0
37,8.343405723571777,6.9445929527282715,0.784195919315418,0.6479039381442889,37000.0
38,8.823653221130371,6.908936500549316,0.7738042524135044,0.616400382881891,38000.0
39,9.072895050048828,6.791402339935303,0.8079244978593628,0.6428873046226783,39000.0
40,8.907448768615723,6.761557579040527,0.8132277766040253,0.6642983719924761,40000.0
41,8.483845710754395,6.505085468292236,0.8068097440294354,0.653022197153847,41000.0
42,8.607376098632812,6.779250144958496,0.7913247234009486,0.646674568711985,42000.0
43,8.671873092651367,6.426689624786377,0.8151841027988869,0.6417528474259411,43000.0
44,8.536457061767578,6.782393455505371,0.7910895186409964,0.6490308988312549,44000.0
45,8.879657745361328,6.697492599487305,0.8001741396753264,0.596663419051653,45000.0
46,8.788763999938965,6.532349109649658,0.8080243269595995,0.6487473332423723,46000.0
47,8.57918930053711,6.522404193878174,0.8165187321739098,0.6851176859575713,47000.0
48,9.111891746520996,6.361027240753174,0.8241431358903294,0.6506958313321972,48000.0
49,8.916616439819336,6.740250587463379,0.7882627207808284,0.6237798450246864,49000.0
50,8.65292739868164,6.463067054748535,0.8063013370974992,0.628338702852436,50000.0
51,8.47511100769043,6.228610515594482,0.8358222488162991,0.6715498249013578,51000.0
52,8.358197212219238,6.236238956451416,0.8193689160832894,0.6483480045817556,52000.0
53,8.519503593444824,6.5611186027526855,0.8166049655277601,0.6621494473847443,53000.0
54,8.539851188659668,6.13878870010376,0.8214464103781944,0.6447411016904647,54000.0
55,8.301779747009277,6.7491135597229,0.8158493259875729,0.6675811317820931,55000.0
56,9.152336120605469,6.544056415557861,0.8105604667293917,0.6160537895704363,56000.0
57,8.313905715942383,6.510585784912109,0.8028407857026105,0.6842581765990078,57000.0
58,8.352602005004883,6.072686195373535,0.8376594442602955,0.7054849620909721,58000.0
59,8.116084098815918,6.271649360656738,0.8219576911320948,0.6771139438793551,59000.0
60,8.72305965423584,6.954726696014404,0.8105387247820918,0.6094133388140136,60000.0
61,8.588038444519043,6.664770126342773,0.8071841397163549,0.6765013910975815,61000.0
62,8.026897430419922,5.924646377563477,0.8398836381365528,0.6864202743225247,62000.0
63,8.493124961853027,6.354294776916504,0.827746015481047,0.687492820968164,63000.0
64,8.208691596984863,6.391371726989746,0.8057769232077177,0.6628911959162679,64000.0
65,8.677021980285645,6.55217170715332,0.8076642885136034,0.6458027665995383,65000.0
66,8.10953140258789,6.247809886932373,0.8220840313130874,0.6955388470022694,66000.0
67,8.135778427124023,6.462554931640625,0.8179747585409194,0.6655930373948951,67000.0
68,8.273430824279785,6.153168678283691,0.832197954269567,0.6568955096893421,68000.0
69,7.809817314147949,5.969893455505371,0.8341337840799465,0.7137479991883069,69000.0
70,8.514901161193848,6.133476734161377,0.8361121261894388,0.6759710982169519,70000.0
71,8.27492904663086,6.056779384613037,0.8392344642768608,0.6894737456481512,71000.0
72,8.217894554138184,5.797619342803955,0.850419693718742,0.6808401670335179,72000.0
73,8.191006660461426,5.8412766456604,0.8411011457169416,0.6787436568043058,73000.0
74,8.142334938049316,5.595084190368652,0.8680011538327908,0.6843665246719632,74000.0
75,7.91375732421875,5.992393970489502,0.840299861181852,0.6934159054167464,75000.0
76,8.226923942565918,5.978015899658203,0.8450207069693855,0.6954695936410656,76000.0
77,8.377887725830078,5.952211856842041,0.8427711912603647,0.6672804452897472,77000.0
78,8.195280075073242,5.997345924377441,0.8458648004086604,0.6840306002549468,78000.0
79,8.557475090026855,6.149461269378662,0.8355891891849303,0.6709939311122828,79000.0
80,8.200060844421387,6.005868911743164,0.850849548799017,0.6845283744121509,80000.0
81,7.927108287811279,5.903714179992676,0.8439913979735288,0.6978446949532673,81000.0
82,8.150412559509277,6.180985927581787,0.8318775853741393,0.6769852151705105,82000.0
83,8.165650367736816,6.003326416015625,0.8530290062213816,0.6762208199839733,83000.0
84,7.92589807510376,6.239494800567627,0.8371256701839448,0.7179114149899335,84000.0
85,8.180939674377441,5.948378086090088,0.8498829574337058,0.7011636549766972,85000.0
86,8.375849723815918,5.779576778411865,0.8463956526702262,0.6688906872050389,86000.0
87,8.455402374267578,5.8996806144714355,0.8467357743786972,0.6731311666897025,87000.0
88,8.241934776306152,5.904706001281738,0.8446806207177756,0.6661376588241982,88000.0
89,8.269792556762695,5.864041328430176,0.8474301625506767,0.6795387479400128,89000.0
90,7.887545585632324,5.860694885253906,0.8500500669435241,0.7070259748611135,90000.0
91,8.500679969787598,5.866701126098633,0.8578279016652501,0.6827901196764062,91000.0
92,8.101709365844727,5.379299163818359,0.8678279048369512,0.6655075097166862,92000.0
93,7.951107978820801,6.102879524230957,0.8389281707396496,0.6938877374966258,93000.0
94,8.197033882141113,5.945802211761475,0.8395468144476679,0.6962406308276183,94000.0
95,8.749202728271484,5.719327449798584,0.8547946948617562,0.6817350246419617,95000.0
96,8.104537963867188,5.414705276489258,0.8670178610399752,0.692603940155572,96000.0
97,8.375378608703613,5.698504447937012,0.8617203616931951,0.7044011660081027,97000.0
98,7.743008613586426,6.0290608406066895,0.8465898348962476,0.7375900243455163,98000.0
99,8.908123016357422,5.66119384765625,0.8510742281634989,0.6146040041711549,99000.0
100,8.02197551727295,5.920141696929932,0.8521351985668628,0.6981548998757122,100000.0
101,8.185026168823242,5.644522666931152,0.8620022629603193,0.6820902325278233,101000.0
102,8.265039443969727,5.749539375305176,0.8547054663878372,0.6889922441027164,102000.0
103,8.406235694885254,5.954799652099609,0.8471884518537245,0.6809574477200626,103000.0
104,8.092239379882812,5.650496959686279,0.8547259853676162,0.6870127871480111,104000.0
105,8.000980377197266,5.739601135253906,0.855586168831139,0.7057081328601403,105000.0
106,7.938724994659424,5.691286563873291,0.8563361526588301,0.714983881326964,106000.0
107,7.714191436767578,5.80261754989624,0.8412700873162403,0.7029362279603654,107000.0
108,7.987273216247559,5.865406513214111,0.8489324727446357,0.6945899075649773,108000.0
109,7.839685916900635,5.853574752807617,0.8523986387794433,0.7092571695335375,109000.0
110,8.261292457580566,5.746065139770508,0.8539470971438926,0.6824969054723821,110000.0
111,8.138541221618652,5.645888328552246,0.8668105785649232,0.691695426709553,111000.0
112,7.633727550506592,5.991555213928223,0.837756978845968,0.7101587006364417,112000.0
113,7.8902435302734375,5.81392240524292,0.8541490838742212,0.7157968092428424,113000.0
114,7.878108501434326,5.924665927886963,0.8444551715816374,0.7009775353482375,114000.0
115,7.680444240570068,5.370084762573242,0.8732836937051619,0.7210683636068325,115000.0
116,7.777064800262451,5.319854736328125,0.8747396100657352,0.7121920327002111,116000.0
117,8.185746192932129,5.30796480178833,0.8728960416995027,0.6721357070006704,117000.0
118,8.21987533569336,5.644292831420898,0.8627689532805046,0.6884563646790939,118000.0
119,8.246380805969238,5.958316802978516,0.8411835255680306,0.6839862720430079,119000.0
120,7.870544910430908,5.556358814239502,0.8668397953284305,0.7025206939242588,120000.0
121,8.03979206085205,5.607547760009766,0.8489109930631532,0.7027410493161754,121000.0
122,7.793188571929932,5.4247026443481445,0.8672151862152749,0.7134882686332784,122000.0
123,7.938128471374512,5.47709846496582,0.8634692261693726,0.7124372992772232,123000.0
124,7.669435024261475,5.773041725158691,0.8420526489999574,0.7127020294188257,124000.0
125,8.029409408569336,5.711584568023682,0.8547300096522387,0.6983736389568792,125000.0
126,8.203557014465332,5.804561614990234,0.8428321220641907,0.673961112988913,126000.0
127,7.704136371612549,6.016622543334961,0.8386481993935289,0.7139984122006349,127000.0
128,7.907988548278809,5.3012285232543945,0.874504852775213,0.7068745075932829,128000.0
129,8.229642868041992,5.381722450256348,0.8748095980339962,0.6924246986110781,129000.0
130,8.533525466918945,5.767640590667725,0.8542426747797509,0.6684945645083579,130000.0
131,7.9637627601623535,5.3680548667907715,0.8717909736757425,0.7023302731274199,131000.0
132,7.503868103027344,5.48197078704834,0.8693310477830315,0.7320075849241834,132000.0
133,7.997061252593994,5.713220596313477,0.8478894591187436,0.6894990389063632,133000.0
134,7.841806411743164,5.4139018058776855,0.8749645856101286,0.7032462490554231,134000.0
135,8.267172813415527,5.199026107788086,0.8786584505923603,0.6898376598417567,135000.0
136,7.81845760345459,5.384884834289551,0.870396367207917,0.719141079649635,136000.0
137,7.599850177764893,5.712878704071045,0.8520443565330065,0.7280754139062302,137000.0
138,8.18293285369873,5.654937744140625,0.8587411732088754,0.6807296772507759,138000.0
139,8.2425537109375,5.295159816741943,0.8797589312894466,0.6663316410755665,139000.0
140,8.404419898986816,5.956297397613525,0.8486855299683183,0.679870927792793,140000.0
141,7.8552398681640625,5.6568779945373535,0.853510311469113,0.7095270906179643,141000.0
142,7.823486328125,5.422248363494873,0.870166775036825,0.7160072623283439,142000.0
143,7.953436374664307,5.452154636383057,0.8800722425244806,0.6918620138586735,143000.0
144,7.8745903968811035,5.524503231048584,0.8716723046044798,0.7089421346509476,144000.0
145,7.858028888702393,5.342996597290039,0.8775067191331982,0.699706494810661,145000.0
146,8.079239845275879,5.438830852508545,0.8692522034948492,0.7104390124055122,146000.0
147,8.180265426635742,5.506161212921143,0.8579227674640265,0.7055287556300417,147000.0
148,7.996701240539551,5.948510646820068,0.8391754143546603,0.7022294023213772,148000.0
149,8.204583168029785,5.224371910095215,0.8747727688616388,0.6969410073723735,149000.0
150,8.179133415222168,5.259391784667969,0.8781077057958396,0.7001826817344535,150000.0
151,8.074774742126465,5.580596446990967,0.8609907055842816,0.6855491127413481,151000.0
152,8.36825180053711,5.704264163970947,0.8656052932212593,0.673385532075887,152000.0
153,8.09486198425293,5.32314395904541,0.881182509598183,0.6989826469547472,153000.0
154,8.242829322814941,5.524795055389404,0.866026412372412,0.6872631544358662,154000.0
155,8.322875022888184,5.47429895401001,0.8710115252161248,0.6693190173243688,155000.0
156,7.817898750305176,5.58969783782959,0.8614497886307262,0.7084027232610899,156000.0
157,8.054973602294922,5.40428352355957,0.8801512941562348,0.7125643081941153,157000.0
158,8.094718933105469,5.535527229309082,0.8607472112492781,0.6901343544000024,158000.0
159,8.037713050842285,5.399458408355713,0.8787456734627591,0.6851308999492677,159000.0
160,7.77639102935791,5.300079822540283,0.8816046732216966,0.7282771015496243,160000.0
161,8.458486557006836,5.319427967071533,0.878652893541303,0.6514014938144554,161000.0
162,8.4408597946167,5.595893859863281,0.8606395184842086,0.6688662904280835,162000.0
163,8.292434692382812,5.311316967010498,0.8748458294212444,0.6922527054956951,163000.0
164,7.7443318367004395,5.416089057922363,0.876591639531514,0.7221326666492703,164000.0
165,8.225224494934082,5.500101089477539,0.8656515941426484,0.6744971562111931,165000.0
166,7.728493690490723,5.34731388092041,0.8662688065524214,0.7319473601220886,166000.0
167,8.205866813659668,5.404426574707031,0.8691356636325086,0.6762369373308755,167000.0
168,7.389777660369873,5.142908096313477,0.876659192546978,0.7419831741162486,168000.0
169,7.598042011260986,5.430204391479492,0.8771422925886315,0.7264919574914701,169000.0
170,7.508006572723389,5.291619777679443,0.8732184577894894,0.7419799057672962,170000.0
171,8.05016040802002,5.5937957763671875,0.8670770315582813,0.7052691437482665,171000.0
172,8.475112915039062,5.459743499755859,0.8624588166822968,0.6771680332456427,172000.0
173,7.828412055969238,5.65903377532959,0.8690638077547441,0.7125307875509466,173000.0
174,8.255867004394531,5.37709379196167,0.8704671892752764,0.7012281856744965,174000.0
